id,age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,label
2892,58,F,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0,0
2893,27,F,African-American,25 - 45,High,Male,4,-1.0,8,0,0,0
2897,28,F,Caucasian,25 - 45,Medium,Male,1,-1.0,7,1,1,1
2898,31,M,Caucasian,25 - 45,Low,Female,0,-5.0,3,0,0,0
2900,24,M,African-American,Less than 25,Medium,Male,3,-1.0,7,0,0,0
2901,26,F,African-American,25 - 45,High,Male,6,0.0,9,1,1,1
2902,43,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0
2907,22,F,African-American,Less than 25,Medium,Male,3,0.0,6,1,1,1
2908,23,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,0,0
2910,42,M,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,0,0
2913,30,M,African-American,25 - 45,High,Male,18,-1.0,10,0,0,0
2914,29,F,African-American,25 - 45,High,Male,1,-1.0,9,0,0,0
2915,38,F,Caucasian,25 - 45,Low,Male,2,0.0,4,1,1,1
2917,26,M,Caucasian,25 - 45,Low,Male,3,-4.0,4,1,0,0
2922,51,M,African-American,Greater than 45,Medium,Male,5,0.0,7,0,0,0
2923,36,M,Other,25 - 45,Low,Male,0,0.0,1,0,0,0
2925,62,M,Hispanic,Greater than 45,Low,Male,0,-2.0,1,0,0,0
2926,23,F,African-American,Less than 25,Low,Male,0,0.0,3,1,1,1
2927,34,F,African-American,25 - 45,Medium,Male,7,-1.0,5,1,1,1
2928,35,M,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,0
2929,22,F,Caucasian,Less than 25,Low,Male,0,0.0,3,0,0,0
2930,29,M,African-American,25 - 45,High,Male,10,-1.0,10,1,1,1
2931,40,F,African-American,25 - 45,Low,Male,0,-3.0,2,0,0,0
2932,36,F,African-American,25 - 45,Low,Male,2,0.0,2,0,0,0
2933,26,F,African-American,25 - 45,High,Male,8,0.0,8,1,1,1
2934,25,F,African-American,25 - 45,Low,Male,1,-23.0,3,1,1,1
2935,69,M,Caucasian,Greater than 45,Low,Male,0,-3.0,1,0,0,0
2936,27,F,African-American,25 - 45,Low,Male,1,-1.0,4,0,0,0
2937,20,F,Caucasian,Less than 25,Medium,Male,0,0.0,5,1,1,1
2938,27,F,African-American,25 - 45,Low,Male,1,-2.0,1,0,0,0
2939,24,M,African-American,Less than 25,Medium,Female,6,-1.0,6,0,0,0
2943,42,F,Caucasian,25 - 45,Low,Male,0,-7.0,1,0,0,0
2946,25,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,0,0,0
2951,25,F,African-American,25 - 45,Low,Male,0,-1.0,4,0,0,0
2952,22,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,0
2954,21,F,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,0,0
2955,30,M,African-American,25 - 45,Low,Male,1,0.0,2,0,0,0
2956,46,M,Caucasian,Greater than 45,Medium,Male,9,0.0,5,0,0,0
2959,26,M,African-American,25 - 45,Medium,Male,2,0.0,7,0,0,0
2961,33,F,African-American,25 - 45,Medium,Male,0,0.0,5,1,1,1
2962,40,M,African-American,25 - 45,Low,Male,1,-1.0,1,0,0,0
2963,34,F,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,0,0
2964,22,F,Caucasian,Less than 25,Low,Male,1,-1.0,2,1,1,1
2965,28,M,Hispanic,25 - 45,Medium,Male,3,-1.0,5,0,0,0
2968,31,M,African-American,25 - 45,Low,Male,4,-1.0,3,1,1,1
2969,59,M,Caucasian,Greater than 45,Low,Male,3,0.0,1,1,1,1
2970,37,F,Native American,25 - 45,Low,Male,0,-1.0,2,0,0,0
2972,50,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0,0
2974,57,F,African-American,Greater than 45,Medium,Male,8,-1.0,5,1,1,1
2976,31,M,African-American,25 - 45,Medium,Male,5,-1.0,5,1,0,0
2979,44,F,African-American,25 - 45,High,Male,9,-28.0,8,0,0,0
2982,48,F,African-American,Greater than 45,High,Male,5,-1.0,9,1,1,1
2983,25,F,Caucasian,25 - 45,Low,Female,0,-1.0,4,0,0,0
2984,51,M,African-American,Greater than 45,Low,Male,5,-1.0,3,0,0,0
2985,50,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,1,1,1
2988,57,F,Caucasian,Greater than 45,Low,Male,2,-11.0,1,0,0,0
2990,55,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
2991,59,F,African-American,Greater than 45,Low,Male,4,-2.0,3,1,1,1
2992,42,F,African-American,25 - 45,Low,Female,0,0.0,1,0,0,0
2993,20,F,Hispanic,Less than 25,High,Male,2,-21.0,8,1,1,1
2996,21,F,Other,Less than 25,Low,Male,0,-1.0,4,0,0,0
2997,32,F,African-American,25 - 45,High,Male,21,-1.0,9,1,1,1
2998,24,M,Hispanic,Less than 25,Low,Female,0,0.0,4,0,0,0
3003,42,F,African-American,25 - 45,Low,Male,1,0.0,4,0,0,0
3004,29,F,African-American,25 - 45,High,Male,8,-1.0,8,1,1,1
3005,21,F,African-American,Less than 25,Medium,Male,1,-1.0,6,0,0,0
3010,58,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0
3014,22,F,African-American,Less than 25,Medium,Male,1,0.0,7,1,1,1
3015,46,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,1,1,1
3019,50,M,Caucasian,Greater than 45,Low,Male,0,0.0,2,1,1,1
3020,46,F,African-American,Greater than 45,High,Male,2,-1.0,9,0,0,0
3021,44,F,African-American,25 - 45,High,Female,11,-1.0,8,1,1,1
3022,35,M,African-American,25 - 45,Medium,Male,4,-1.0,5,0,0,0
3023,30,F,African-American,25 - 45,High,Male,14,-1.0,9,1,1,1
3025,42,F,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0,0
3027,46,F,African-American,Greater than 45,Low,Male,5,-1.0,1,1,1,1
3029,42,F,African-American,25 - 45,High,Male,0,0.0,10,1,1,1
3031,29,F,Caucasian,25 - 45,High,Male,7,-1.0,10,1,1,1
3032,32,F,African-American,25 - 45,Low,Male,8,-1.0,4,0,0,0
3033,31,F,Other,25 - 45,Medium,Male,5,-1.0,6,1,0,0
3034,33,M,African-American,25 - 45,Low,Female,1,-1.0,1,0,0,0
3035,25,F,Caucasian,25 - 45,Low,Male,4,-1.0,4,0,0,0
3036,33,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,0
3037,21,F,Hispanic,Less than 25,Medium,Male,1,-1.0,5,0,0,0
3039,35,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,1,1,1
3040,56,F,African-American,Greater than 45,Low,Male,1,-22.0,1,0,0,0
3041,38,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,1,1,1
3042,40,M,African-American,25 - 45,Low,Female,4,-1.0,1,0,0,0
3046,28,F,African-American,25 - 45,Low,Male,4,-1.0,4,0,0,0
3051,51,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0,0
3053,35,M,African-American,25 - 45,Low,Male,2,-1.0,2,0,0,0
3055,61,F,African-American,Greater than 45,Low,Male,5,-13.0,2,0,0,0
3056,25,F,African-American,25 - 45,Low,Male,0,0.0,3,0,0,0
3057,25,F,African-American,25 - 45,Medium,Male,4,-1.0,7,1,1,1
3058,26,M,African-American,25 - 45,Medium,Male,0,0.0,5,1,0,0
3064,42,M,Caucasian,25 - 45,Low,Male,1,-1.0,1,0,0,0
3066,25,F,African-American,25 - 45,Low,Female,1,-10.0,4,0,0,0
3067,26,M,African-American,25 - 45,High,Male,13,-1.0,10,1,1,1
3068,31,F,African-American,25 - 45,Medium,Male,9,-1.0,7,0,0,0
3069,35,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,0
3074,34,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0
3078,33,M,Caucasian,25 - 45,Low,Female,1,-1.0,2,0,0,0
3081,30,F,African-American,25 - 45,Low,Male,3,-1.0,2,1,0,0
3084,50,M,African-American,Greater than 45,Low,Female,7,-1.0,4,0,0,0
3085,21,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,0,0
3086,31,F,Hispanic,25 - 45,High,Male,16,0.0,10,1,1,1
3087,31,F,African-American,25 - 45,Medium,Male,2,-1.0,7,1,1,1
3089,23,M,African-American,Less than 25,Low,Female,0,-1.0,4,0,0,0
3090,25,F,African-American,25 - 45,Medium,Male,1,0.0,6,0,0,0
3093,24,F,Caucasian,Less than 25,Medium,Female,1,-1.0,5,0,0,0
3094,31,M,African-American,25 - 45,High,Male,13,-1.0,10,1,1,1
3096,60,F,African-American,Greater than 45,Low,Male,0,-1.0,1,1,0,0
3101,30,F,African-American,25 - 45,Low,Male,2,-1.0,2,0,0,0
3104,32,M,Other,25 - 45,Low,Female,0,-1.0,1,0,0,0
3107,46,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0
3110,21,M,Caucasian,Less than 25,Low,Male,0,-1.0,4,1,1,1
3112,35,F,African-American,25 - 45,High,Male,0,-1.0,8,1,0,0
3113,34,F,Hispanic,25 - 45,Low,Male,2,-1.0,3,1,1,1
3114,41,F,Asian,25 - 45,High,Male,2,-1.0,8,1,1,1
3116,23,F,African-American,Less than 25,High,Male,1,-1.0,10,1,1,1
3117,23,F,African-American,Less than 25,Medium,Male,3,-1.0,6,1,1,1
3118,28,M,African-American,25 - 45,Low,Male,2,0.0,4,1,0,0
3120,21,F,Hispanic,Less than 25,Low,Male,0,0.0,4,1,1,1
3122,46,M,Caucasian,Greater than 45,Low,Male,2,-1.0,4,1,0,0
3129,56,F,African-American,Greater than 45,Low,Male,1,-1.0,2,0,0,0
3131,40,F,Hispanic,25 - 45,Medium,Male,8,-1.0,5,1,1,1
3132,30,F,Hispanic,25 - 45,Low,Male,5,-1.0,3,1,1,1
3134,24,M,African-American,Less than 25,Low,Male,1,-1.0,4,1,1,1
3136,33,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,0,0,0
3137,48,M,Caucasian,Greater than 45,High,Male,2,-1.0,8,1,0,0
3138,33,F,African-American,25 - 45,Medium,Male,11,-1.0,6,1,1,1
3139,25,F,Hispanic,25 - 45,Medium,Male,0,-1.0,7,0,0,0
3145,30,F,African-American,25 - 45,Medium,Male,7,-1.0,5,1,1,1
3146,37,F,Hispanic,25 - 45,Low,Male,0,-1.0,3,1,1,1
3152,43,F,Caucasian,25 - 45,High,Female,7,-21.0,8,0,0,0
3153,32,F,Caucasian,25 - 45,Low,Male,0,0.0,3,0,0,0
3154,33,F,Other,25 - 45,Medium,Male,3,-1.0,7,0,0,0
3155,39,F,Other,25 - 45,Low,Male,4,-30.0,2,1,1,1
3156,49,F,Caucasian,Greater than 45,Low,Male,4,-11.0,1,0,0,0
3157,24,F,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,0,0
3158,26,F,African-American,25 - 45,High,Male,1,0.0,9,0,0,0
3159,42,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0
3160,22,F,African-American,Less than 25,Medium,Male,1,-1.0,6,1,1,1
3161,36,F,Hispanic,25 - 45,Low,Male,0,0.0,1,0,0,0
3162,29,M,Caucasian,25 - 45,Medium,Male,7,-1.0,7,1,1,1
3163,39,M,Caucasian,25 - 45,Low,Male,0,0.0,3,0,0,0
3164,27,F,African-American,25 - 45,Medium,Male,13,0.0,6,1,1,1
3165,38,F,Caucasian,25 - 45,Medium,Male,2,-1.0,5,1,1,1
3166,20,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,1,1,1
3168,25,F,African-American,25 - 45,High,Male,4,-1.0,10,1,1,1
3169,53,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
3170,27,M,African-American,25 - 45,High,Female,0,-1.0,8,1,1,1
3174,21,F,Other,Less than 25,Medium,Male,0,-1.0,5,1,1,1
3175,50,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,1,1,1
3176,41,F,African-American,25 - 45,Medium,Male,4,-1.0,5,0,0,0
3178,22,F,Caucasian,Less than 25,High,Male,5,-2.0,8,1,1,1
3181,22,F,Caucasian,Less than 25,Medium,Male,0,-1.0,7,1,1,1
3182,25,F,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0,0
3183,42,F,African-American,25 - 45,Low,Male,1,-1.0,4,1,1,1
3188,51,F,Other,Greater than 45,Low,Male,2,-1.0,1,0,0,0
3190,24,F,African-American,Less than 25,Low,Male,0,0.0,3,0,0,0
3191,37,F,African-American,25 - 45,Low,Male,4,0.0,4,0,0,0
3192,37,M,Caucasian,25 - 45,Low,Male,0,-3.0,1,0,0,0
3197,27,M,Other,25 - 45,Low,Female,0,-1.0,2,0,0,0
3198,21,F,Other,Less than 25,Medium,Male,0,-1.0,6,0,0,0
3200,35,F,African-American,25 - 45,Low,Male,1,0.0,1,1,1,1
3203,24,F,Caucasian,Less than 25,High,Female,0,-1.0,8,0,0,0
3205,49,M,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,0
3206,38,F,African-American,25 - 45,Medium,Male,9,-5.0,6,0,0,0
3207,61,M,Other,Greater than 45,Low,Male,0,-1.0,1,0,0,0
3208,30,M,African-American,25 - 45,Low,Female,0,0.0,2,0,0,0
3209,22,F,African-American,Less than 25,Medium,Male,3,-1.0,6,1,0,0
3212,25,F,African-American,25 - 45,Medium,Male,0,-1.0,7,1,1,1
3214,30,M,Hispanic,25 - 45,Low,Female,3,-1.0,3,1,1,1
3215,52,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
3217,26,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0
3218,26,M,Other,25 - 45,Low,Male,0,-1.0,4,0,0,0
3223,45,F,Caucasian,Greater than 45,High,Male,9,-1.0,9,1,1,1
3225,20,F,African-American,Less than 25,High,Male,0,-1.0,9,1,1,1
3226,29,F,African-American,25 - 45,High,Male,4,-1.0,8,1,0,0
3227,43,F,Caucasian,25 - 45,Medium,Male,1,-1.0,6,1,1,1
3229,26,F,Caucasian,25 - 45,Medium,Male,2,-1.0,5,0,0,0
3230,46,F,African-American,Greater than 45,Low,Female,4,-1.0,4,0,0,0
3232,46,F,African-American,Greater than 45,Low,Female,0,-1.0,1,0,0,0
3236,29,F,African-American,25 - 45,High,Male,12,-1.0,10,1,1,1
3237,41,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0
3240,25,F,African-American,25 - 45,Medium,Female,5,-1.0,7,0,0,0
3242,23,F,African-American,Less than 25,Medium,Male,2,-1.0,7,0,0,0
3246,30,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,0
3247,34,F,Caucasian,25 - 45,Medium,Male,1,-1.0,6,0,0,0
3248,70,F,Caucasian,Greater than 45,Low,Male,11,-13.0,1,1,1,1
3250,52,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,0
3255,51,M,African-American,Greater than 45,Low,Male,4,-26.0,2,1,0,0
3259,45,F,Native American,Greater than 45,High,Female,15,-1.0,10,1,1,1
3260,55,F,African-American,Greater than 45,Medium,Male,21,0.0,6,1,1,1
3261,49,F,Caucasian,Greater than 45,Low,Female,1,-1.0,1,0,0,0
3265,47,F,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0,0
3267,27,M,African-American,25 - 45,Low,Male,0,0.0,2,0,0,0
3268,25,M,Caucasian,25 - 45,Medium,Male,5,-3.0,7,1,1,1
3270,21,F,African-American,Less than 25,High,Male,1,0.0,10,1,1,1
3272,37,F,African-American,25 - 45,High,Male,26,-1.0,10,1,1,1
3273,21,F,African-American,Less than 25,High,Male,1,-1.0,9,1,1,1
3274,21,F,African-American,Less than 25,Medium,Male,0,-2.0,6,0,0,0
3278,25,F,African-American,25 - 45,High,Male,4,0.0,10,1,1,1
3280,27,F,African-American,25 - 45,Medium,Female,3,-1.0,5,1,1,1
3281,30,F,Caucasian,25 - 45,Low,Male,3,-1.0,4,1,1,1
3283,70,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
3284,37,F,Caucasian,25 - 45,High,Male,11,-1.0,9,1,1,1
3285,46,F,African-American,Greater than 45,Medium,Male,5,0.0,5,1,1,1
3286,40,M,Other,25 - 45,Low,Male,4,-1.0,1,1,1,1
3288,43,F,African-American,25 - 45,Low,Male,18,-1.0,4,1,1,1
3289,38,F,African-American,25 - 45,Medium,Male,15,0.0,6,0,0,0
3290,29,F,African-American,25 - 45,Low,Male,0,0.0,4,0,0,0
3291,37,M,African-American,25 - 45,Low,Male,8,0.0,2,1,1,1
3292,38,F,Hispanic,25 - 45,Low,Male,3,-21.0,4,0,0,0
3293,27,F,Caucasian,25 - 45,Low,Female,0,-4.0,3,0,0,0
3294,20,M,Other,Less than 25,Medium,Female,0,0.0,5,1,1,1
3295,44,M,Hispanic,25 - 45,Low,Male,0,0.0,1,0,0,0
3298,31,M,Caucasian,25 - 45,Medium,Male,6,-1.0,5,0,0,0
3299,29,F,African-American,25 - 45,Low,Male,3,-1.0,2,1,1,1
3301,30,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,0,0
3302,25,F,Caucasian,25 - 45,Medium,Female,2,-25.0,5,1,1,1
3304,40,F,African-American,25 - 45,Low,Male,3,-1.0,2,0,0,0
3306,33,M,Caucasian,25 - 45,Low,Male,1,0.0,3,0,0,0
3309,26,F,Caucasian,25 - 45,Medium,Male,5,-1.0,5,1,1,1
3310,31,M,Hispanic,25 - 45,Low,Male,1,0.0,3,0,0,0
3312,61,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0
3314,30,F,Caucasian,25 - 45,Low,Male,2,-1.0,4,0,0,0
3315,62,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
3316,27,M,Caucasian,25 - 45,High,Female,4,8.0,8,1,1,1
3318,48,F,Caucasian,Greater than 45,Medium,Male,9,-1.0,6,0,0,0
3319,40,F,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0
3320,24,F,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,0,0
3322,22,F,African-American,Less than 25,Low,Male,0,-1.0,4,1,1,1
3323,30,M,African-American,25 - 45,High,Male,4,-1.0,8,1,1,1
3324,63,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0
3326,33,F,African-American,25 - 45,High,Male,4,-1.0,10,0,0,0
3329,43,M,Caucasian,25 - 45,Low,Male,0,-5.0,4,1,1,1
3331,26,F,African-American,25 - 45,High,Male,3,0.0,10,1,1,1
3332,51,F,African-American,Greater than 45,Low,Male,1,-17.0,1,0,0,0
3333,39,F,Caucasian,25 - 45,Low,Male,3,-1.0,1,1,1,1
3335,30,M,Hispanic,25 - 45,Low,Female,0,-1.0,3,1,1,1
3337,32,F,African-American,25 - 45,High,Male,14,-1.0,8,1,1,1
3338,22,M,African-American,Less than 25,Medium,Male,0,-2.0,6,0,0,0
3339,59,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
3340,38,M,African-American,25 - 45,Medium,Male,37,-1.0,7,1,1,1
3341,23,F,African-American,Less than 25,Medium,Male,2,0.0,6,0,0,0
3342,42,M,African-American,25 - 45,Low,Male,0,0.0,1,1,1,1
3344,38,F,African-American,25 - 45,Medium,Male,2,0.0,7,1,1,1
3345,34,F,Caucasian,25 - 45,Low,Female,2,-1.0,3,0,0,0
3347,36,F,African-American,25 - 45,Low,Female,7,-1.0,3,1,1,1
3349,36,M,African-American,25 - 45,Low,Male,0,-1.0,3,1,1,1
3350,31,F,African-American,25 - 45,Low,Male,1,-14.0,1,0,0,0
3351,28,F,African-American,25 - 45,Low,Female,3,-1.0,4,1,1,1
3354,28,F,African-American,25 - 45,Low,Male,1,0.0,2,1,1,1
3357,43,F,African-American,25 - 45,Low,Male,0,-1.0,4,0,0,0
3358,40,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,0,0
3359,31,F,African-American,25 - 45,High,Male,15,-1.0,9,1,1,1
3360,54,F,African-American,Greater than 45,Medium,Male,6,-1.0,7,1,1,1
3362,24,F,African-American,Less than 25,High,Male,17,-1.0,9,1,1,1
3363,41,F,Hispanic,25 - 45,Low,Male,0,-3.0,1,1,1,1
3369,21,F,African-American,Less than 25,High,Male,1,-1.0,9,1,1,1
3370,29,F,Hispanic,25 - 45,Low,Female,1,-1.0,2,1,1,1
3371,22,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,0
3375,52,F,Hispanic,Greater than 45,Medium,Male,9,-1.0,7,1,1,1
3376,40,F,Other,25 - 45,Low,Female,0,-1.0,1,0,0,0
3380,45,F,African-American,Greater than 45,Low,Female,1,-1.0,4,0,0,0
3381,29,M,African-American,25 - 45,Low,Male,1,0.0,2,1,1,1
3383,46,F,African-American,Greater than 45,Medium,Male,10,-1.0,5,1,1,1
3384,21,F,Caucasian,Less than 25,High,Male,1,-1.0,8,0,0,0
3386,35,F,Caucasian,25 - 45,Medium,Male,6,-10.0,5,1,1,1
3387,52,M,African-American,Greater than 45,Low,Male,1,1.0,1,1,1,1
3390,48,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0
3391,29,M,African-American,25 - 45,High,Female,9,-1.0,8,1,1,1
3392,48,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
3393,31,F,African-American,25 - 45,Medium,Male,10,-8.0,6,1,1,1
3394,21,F,Caucasian,Less than 25,High,Male,3,-1.0,8,1,1,1
3395,32,F,Other,25 - 45,Low,Male,0,0.0,1,1,1,1
3396,47,M,African-American,Greater than 45,Medium,Male,0,-1.0,5,0,0,0
3398,21,F,African-American,Less than 25,High,Male,3,-1.0,10,1,1,1
3399,35,F,African-American,25 - 45,High,Male,13,-1.0,10,0,0,0
3401,46,M,African-American,Greater than 45,Low,Male,3,-22.0,1,1,1,1
3403,34,F,African-American,25 - 45,Low,Male,5,-1.0,4,1,1,1
3404,52,F,African-American,Greater than 45,Low,Male,2,-5.0,1,0,0,0
3406,21,M,Caucasian,Less than 25,High,Male,0,-1.0,8,1,1,1
3407,53,M,Caucasian,Greater than 45,Low,Male,1,-2.0,1,0,0,0
3408,19,F,Caucasian,Less than 25,Low,Female,0,-1.0,3,1,1,1
3409,22,M,African-American,Less than 25,Medium,Male,0,-1.0,6,0,0,0
3410,45,F,African-American,Greater than 45,Low,Male,1,-1.0,3,0,0,0
3411,27,F,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0
3412,25,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0
3413,30,F,Caucasian,25 - 45,Low,Male,0,0.0,4,1,1,1
3415,31,F,African-American,25 - 45,Medium,Male,2,0.0,5,1,1,1
3417,28,F,Caucasian,25 - 45,Low,Male,3,-1.0,3,0,0,0
3418,36,M,African-American,25 - 45,Low,Male,3,-1.0,2,1,1,1
3419,27,F,African-American,25 - 45,Medium,Male,7,-1.0,5,1,1,1
3420,42,F,African-American,25 - 45,Low,Male,1,0.0,2,0,0,0
3422,35,F,Caucasian,25 - 45,Medium,Male,0,0.0,5,1,1,1
3423,33,F,Caucasian,25 - 45,Low,Female,2,-29.0,2,0,0,0
3425,24,F,Hispanic,Less than 25,High,Male,6,-1.0,10,1,1,1
3426,25,F,African-American,25 - 45,High,Male,21,-14.0,10,1,1,1
3427,42,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,0,0,0
3429,21,F,African-American,Less than 25,Medium,Male,0,-1.0,6,1,1,1
3431,28,M,African-American,25 - 45,Low,Female,0,0.0,2,0,0,0
3434,27,F,African-American,25 - 45,High,Male,25,18.0,10,1,1,1
3437,21,F,Caucasian,Less than 25,Medium,Female,0,-1.0,6,0,0,0
3438,26,M,Caucasian,25 - 45,Medium,Male,0,0.0,6,1,1,1
3439,36,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0
3441,49,F,Caucasian,Greater than 45,Medium,Male,0,-1.0,7,1,1,1
3444,44,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,1,1,1
3445,28,M,Caucasian,25 - 45,Low,Male,1,-25.0,3,0,0,0
3448,35,F,African-American,25 - 45,Medium,Female,12,-2.0,7,1,1,1
3452,34,F,African-American,25 - 45,Low,Male,3,-1.0,1,0,0,0
3453,45,F,African-American,Greater than 45,Low,Male,15,-1.0,3,1,1,1
3454,28,F,African-American,25 - 45,Low,Male,9,-1.0,3,1,1,1
3455,25,F,African-American,25 - 45,Low,Female,1,-1.0,3,0,0,0
3456,21,M,African-American,Less than 25,High,Male,1,0.0,8,1,0,0
3457,48,F,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0,0
3458,37,M,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,0
3460,24,F,African-American,Less than 25,Medium,Male,3,-3.0,6,1,1,1
3462,37,M,Caucasian,25 - 45,Low,Male,1,-1.0,1,1,1,1
3463,39,F,Caucasian,25 - 45,Low,Male,1,-3.0,3,0,0,0
3464,24,F,Caucasian,Less than 25,Medium,Male,1,-1.0,5,1,1,1
3465,49,F,Other,Greater than 45,Low,Male,2,-1.0,1,0,0,0
3470,23,F,African-American,Less than 25,Low,Male,1,-1.0,2,1,1,1
3475,43,F,Caucasian,25 - 45,Medium,Male,5,-1.0,5,0,0,0
3476,28,M,African-American,25 - 45,High,Male,6,-1.0,8,1,1,1
3480,53,M,African-American,Greater than 45,Low,Male,1,-1.0,2,0,0,0
3481,27,M,African-American,25 - 45,Low,Female,2,-14.0,4,1,1,1
3483,39,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0
3484,47,F,African-American,Greater than 45,Medium,Male,22,-1.0,7,1,1,1
3485,28,F,African-American,25 - 45,Low,Male,4,-1.0,2,1,1,1
3488,36,F,Caucasian,25 - 45,Low,Male,2,-4.0,1,0,0,0
3489,24,F,African-American,Less than 25,High,Female,1,-1.0,9,0,0,0
3491,35,M,Hispanic,25 - 45,Low,Male,0,-1.0,2,0,0,0
3492,23,F,African-American,Less than 25,Medium,Male,3,0.0,7,0,0,0
3493,26,F,African-American,25 - 45,Low,Male,2,-1.0,2,0,0,0
3498,31,F,African-American,25 - 45,Low,Male,7,-1.0,4,1,1,1
3499,30,F,African-American,25 - 45,High,Female,14,0.0,10,1,1,1
3500,25,M,Caucasian,25 - 45,Medium,Male,2,0.0,6,0,0,0
3501,24,F,African-American,Less than 25,High,Male,6,0.0,10,1,1,1
3502,34,F,Hispanic,25 - 45,Low,Male,1,-1.0,1,1,1,1
3504,26,M,African-American,25 - 45,Low,Male,2,-29.0,4,0,0,0
3507,60,F,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,0,0
3508,20,F,African-American,Less than 25,Medium,Female,0,-1.0,5,0,0,0
3511,23,F,Caucasian,Less than 25,Low,Male,0,0.0,3,0,0,0
3512,26,F,African-American,25 - 45,Medium,Male,5,-1.0,7,1,1,1
3515,40,M,Caucasian,25 - 45,Low,Male,4,0.0,1,0,0,0
3516,28,F,Other,25 - 45,Low,Male,1,-1.0,3,1,1,1
3517,49,F,Hispanic,Greater than 45,Low,Male,1,-1.0,1,1,1,1
3521,19,F,African-American,Less than 25,High,Male,1,0.0,10,1,1,1
3523,53,F,Caucasian,Greater than 45,Low,Male,1,-12.0,1,0,0,0
3528,24,F,African-American,Less than 25,Low,Female,0,-1.0,3,0,0,0
3529,31,F,Hispanic,25 - 45,Low,Male,0,-5.0,1,0,0,0
3531,33,F,Caucasian,25 - 45,Low,Female,2,-1.0,3,0,0,0
3533,26,F,Caucasian,25 - 45,High,Male,8,-1.0,10,1,1,1
3535,32,F,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,0,0
3536,25,F,Caucasian,25 - 45,Low,Male,0,0.0,2,1,1,1
